날짜,시가,고가,저가,거래량,등락률,RSI,기관합계,기타법인,개인,외국인합계,종가
2024-03-15,262000,262500,256500,493068,-3.75234521575985,51.380381110593234,-5391731000,-172376000,35254860000,-29690753000,256500
2024-03-18,257000,268000,257000,678264,4.483430799220272,56.69255967490724,32290446500,-1109590500,-68887316500,37706460500,268000
2024-03-19,271500,278000,264000,1016973,1.3059701492537312,58.189822405640115,5524358000,-1199494500,-1278153000,-3046710500,271500
2024-03-20,271000,274500,264500,603154,-2.394106813996317,54.42646372676419,-7129075500,-81286000,30422065500,-23211704000,265000
2024-03-21,270000,280500,268000,1131930,4.150943396226415,59.23170443075413,34012557000,-195784000,-89323668500,55506895500,276000
2024-03-22,277500,280000,273000,528708,0.36231884057971014,59.64824456174016,6598413000,175129500,3120876500,-9894419000,277000
2024-03-25,280000,296500,278000,1527123,5.054151624548736,65.03449796585866,42109377000,1648264000,-67078442500,23320801500,291000
2024-03-26,294500,296000,287000,844487,0.5154639175257731,65.56486202163649,12663169500,1045686500,-11011735500,-2697120500,292500
2024-03-27,291500,298500,285000,861359,-1.7094017094017095,62.17920538442216,-3892807000,-3511408000,15899438000,-8495223000,287500
2024-03-28,287500,289500,276000,680977,-3.4782608695652173,55.95575542466758,3967749500,-962311500,-3788529500,783091500,277500
2024-03-29,275500,280000,269500,617611,-1.2612612612612613,53.92152146669118,-11489877500,691166000,2533402500,8265309000,274000
2024-04-01,272000,280000,270500,460008,-1.2773722627737227,51.889986158535386,903287000,-91804500,12070303500,-12881786000,270500
2024-04-02,270000,272500,260500,679991,-3.3271719038817005,46.987629326743004,-16447676000,-1523822500,8532836000,9438662500,261500
2024-04-03,253500,257500,245000,1079181,-6.118546845124283,39.790449325652034,-20761851500,959199000,35658838000,-15856185500,245500
2024-04-04,248500,251000,236000,859930,0.40733197556008144,40.404853871342425,-24279918000,1068939000,26677775000,-3466796000,246500
2024-04-05,243000,248500,239000,442108,-2.839756592292089,37.51869964153215,-9120702500,-41409000,7593305000,1568806500,239500
2024-04-08,232000,245000,225500,1097858,0.41753653444676403,38.19786591304511,-16461991000,790813500,10045329000,5625848500,240500
2024-04-09,244500,248000,235000,611609,-1.6632016632016633,36.48928301449954,-3421106000,164290500,11093996000,-7837180500,236500
2024-04-11,230000,239000,229500,569787,1.0570824524312896,38.34549043063563,16074675000,261770000,-11478295500,-4858149500,239000
2024-04-12,240500,240500,228000,553362,-4.393305439330543,33.86828822823294,-12268359500,1860551000,47430173500,-37022365000,228500
2024-04-15,222500,233500,222000,538285,-0.2188183807439825,33.66670314592112,8810000,-107214500,-11919393000,12017797500,228000
2024-04-16,224500,226500,220000,491631,-3.289473684210526,30.71364222368237,-13191829500,-3065389500,9054394500,7202824500,220500
2024-04-17,221500,224000,215000,477126,-2.494331065759637,28.723880647861534,2593426500,342725500,1639338500,-4575490500,215000
2024-04-18,217500,230500,217000,642403,6.511627906976744,39.47291618593204,-5837334500,219891000,-6150011000,11767454500,229000
2024-04-19,225500,231000,222000,468724,-0.6550218340611353,38.79779703779154,918578500,81132000,2192149500,-3191860000,227500
2024-04-22,233500,242000,232500,694496,5.4945054945054945,46.94178764883002,9895002500,-436807500,-11342507500,1884312500,240000
2024-04-23,236000,241500,233000,445260,-2.7083333333333335,43.686387561417554,-5417578000,394923500,20336742000,-15314087500,233500
2024-04-24,243000,249500,239000,810487,5.139186295503212,50.51000580929453,15355001000,-894310000,-20506876000,6046185000,245500
2024-04-25,241000,242500,233500,590430,-4.684317718940937,44.8955702189914,-17621200500,936486500,18966027500,-2281313500,234000
2024-04-26,237000,239000,230500,371441,0.8547008547008548,46.019356133905234,13887921000,-95688500,-15165489000,1373256500,236000
2024-04-29,234500,239000,232000,344677,1.2711864406779663,47.74096465311871,4003994500,158386000,-14495367000,10332986500,239000
2024-04-30,246000,246000,237000,408521,-0.20920502092050208,47.469231905509105,-4928469000,-163473000,5400252000,-308310000,238500
2024-05-02,236500,237500,233000,247321,-2.3060796645702304,44.47074236719496,-3390096500,-225394000,4933144500,-1317654000,233000
2024-05-03,236500,239000,223500,641296,-3.004291845493562,40.92731435175848,-7266930000,186729000,10514360500,-3434159500,226000
2024-05-07,226500,228500,222000,525423,-1.3274336283185841,39.475584838112496,5158333500,-235832500,-4434998500,-487502500,223000
2024-05-08,222000,224000,219000,391153,0.0,39.47558483811251,-1130214500,-124940000,-5809278000,7064432500,223000
2024-05-09,221000,222000,216500,465377,-1.1210762331838564,38.16715520743293,-2277020500,-69860000,7835484500,-5488604000,220500
2024-05-10,220000,222500,217500,316039,-1.3605442176870748,36.59945732018429,-320258000,47786500,-429515000,701986500,217500
2024-05-13,218000,219000,210000,459634,-3.218390804597701,33.17533430582287,-9507858000,381311500,13871704500,-4745158000,210500
2024-05-14,210500,215500,210000,451281,0.0,33.17533430582287,-2181684000,-528839000,898697000,1811826000,210500
2024-05-16,211000,216500,208000,551906,2.6128266033254155,38.42479396535806,5911456500,174951000,-27502081500,21415674000,216000
2024-05-17,216500,220000,212500,433809,-1.6203703703703702,36.46185581627439,12678443500,759297000,-3522013500,-9915727000,212500
2024-05-20,214000,215000,210500,267962,0.2352941176470588,36.957324655663946,6181153500,1480969500,-7507907000,-154216000,213000
2024-05-21,211500,212000,202500,560921,-4.460093896713615,31.871891570936512,-8460028500,-624468000,21571494500,-12486998000,203500
2024-05-22,206500,209000,203000,308921,0.2457002457002457,32.39913449243815,7868265000,-818641000,-15789318000,8739694000,204000
2024-05-23,202000,205000,199800,366376,-0.7352941176470588,31.608822303738236,5734123500,-278320500,-13254691400,7798888400,202500
2024-05-24,199900,201500,195800,595244,-3.111111111111111,28.467916393490512,2224656300,-430855600,12257217800,-14051018500,196200
2024-05-27,196800,209500,193600,929113,6.269113149847094,40.83013538584693,31721635600,-2193473800,-52466169800,22938008000,208500
2024-05-28,207000,207000,198500,682776,-4.748201438848921,35.51065718517407,-17312023900,642012900,37953586500,-21283575500,198600
2024-05-29,196300,197300,187500,1007809,-5.589123867069486,30.683748380102898,-16443000900,241748400,24830705400,-8629452900,187500
2024-05-30,185300,190400,184000,751107,-0.9066666666666667,30.010926034873705,8126878900,-8482747600,-5957319500,6313188200,185800
2024-05-31,186300,191300,181500,1058322,2.960172228202368,34.97853280502498,-671374300,15283700,-4688825000,5344915600,191300
2024-06-03,189400,192000,187500,582389,-1.7250392054364874,33.44469264061121,-10195088100,-1328964800,18202832000,-6678779100,188000
2024-06-04,187100,194600,187000,706551,1.702127659574468,36.35900565294388,14830791000,311727000,-29440816500,14298298500,191200
2024-06-05,191500,208000,190400,1100996,6.171548117154812,45.78615568096265,19264042800,-766168100,-40174271800,21676397100,203000
2024-06-07,208000,224000,202000,1568844,9.35960591133005,56.86571206971346,19192592000,10918299500,-53022420000,22911528500,222000
2024-06-10,219000,221500,209000,949785,-2.9279279279279278,52.88390576795113,7742432000,-96804000,10054855000,-17700483000,215500
2024-06-11,216500,221500,211500,625302,-0.9280742459396751,51.684701993434714,-5916888000,435782000,24123510000,-18642404000,213500
2024-06-12,211500,215500,205500,543357,-1.873536299765808,49.27792128043531,-7333928500,-513766000,17100260500,-9252566000,209500
2024-06-13,213500,214500,206000,777900,-0.23866348448687352,48.970942985673524,-4249683000,640348500,16544172500,-12934838000,209000
2024-06-14,209000,209000,199600,699689,-4.0669856459330145,43.95764714986065,-23594180600,-307381700,23487893400,413668900,200500
2024-06-17,195300,201000,193800,547470,-0.798004987531172,43.063961901679704,-11307501500,211707400,5476895500,5618898600,198900
2024-06-18,201000,203000,191300,710704,-3.6701860231272,39.152843038902716,-11359240200,28061800,9816325700,1514852700,191600
2024-06-19,189500,196600,188500,724891,1.3048016701461378,41.12490468770059,3632406700,148311600,-20763939100,16983220800,194100
2024-06-20,194200,199000,187500,823551,-3.091190108191654,37.946238964269796,-14865339500,602975100,47998030100,-33735665700,188100
2024-06-21,187900,193600,186600,646780,-0.7974481658692184,37.17268855633608,-7012621900,-375113400,12327934600,-4940199300,186600
2024-06-24,185400,186600,182100,518734,-2.4115755627009645,34.87575000879799,-10527076300,-427691100,6835230100,4119537300,182100
2024-06-25,182500,184700,179200,463562,-1.5376166941241076,33.48912384779574,-8475261100,427450700,13943443900,-5895633500,179300
2024-06-26,180300,181500,176800,437439,-0.501952035694367,33.03447881098597,-1666805100,-436102900,-369086400,2471994400,178400
2024-06-27,181000,184700,178000,420147,-0.2242152466367713,32.821210939527944,599399500,56425900,6385473500,-7041298900,178000
2024-06-28,178000,186000,175200,558335,2.8089887640449436,38.19267437572282,6390914200,-42339500,-13284982100,6936407400,183000
2024-07-01,187500,188600,182100,509498,3.0054644808743167,43.540473128870445,7561694200,131957700,-9489961500,1796309600,188500
2024-07-02,190900,190900,182500,384792,-3.183023872679045,39.52295575276913,-2870589400,-31484500,11661313600,-8759239700,182500
2024-07-03,185500,194600,185500,954589,4.657534246575342,46.98587249879444,6279362600,-105683300,-29661960600,23488281300,191000
2024-07-04,195000,196600,188700,527747,-1.0471204188481675,45.56121938491221,-2305082200,884955500,9689972500,-8269845800,189000
2024-07-05,189100,191800,185700,357510,0.582010582010582,46.521652634263376,5790153600,-7788600,-10549992000,4767627000,190100
2024-07-08,188800,202000,187000,964629,4.471330878485008,53.367928983053005,5401755000,85156300,-35541384600,30054473300,198600
2024-07-09,199000,201000,192600,508406,-2.416918429003021,49.513112803996094,-11713080700,45697100,19836153500,-8168769900,193800
2024-07-10,193500,196200,189500,402279,-2.218782249742002,46.28759223720231,-2478319600,82497100,8801786400,-6405963900,189500
2024-07-11,191000,195500,189000,547890,-0.2638522427440633,45.91304900717064,-11530691600,452076400,686432800,10392182400,189000
2024-07-12,187500,195700,187100,575362,3.5449735449735447,51.568354471452096,22168061900,-71738100,-35873580000,13777256200,195700
2024-07-15,195700,195700,188800,535544,-0.6642820643842616,50.465765445455254,5682542000,121055400,6287178900,-12090776300,194400
2024-07-16,192800,193200,183000,551866,-5.761316872427984,42.111785932171344,-18090885500,555320100,27523139600,-9987574200,183200
2024-07-17,181500,184900,178400,415403,-2.292576419213974,39.47295177961225,-4756236400,-4343879800,5262047800,3838068400,179000
2024-07-18,178000,186500,177000,547368,1.7877094972067038,42.43279658233703,18213715200,-1433303500,-32958460500,16178048800,182200
2024-07-19,181900,194000,181700,623889,6.476399560922063,51.79410056052959,22514795900,-103077300,-41359755300,18948036700,194000
2024-07-22,192700,192700,181100,569845,-6.649484536082475,43.47151324469076,-17885394700,2028817800,38687886500,-22831309600,181100
2024-07-23,182500,184300,178200,393683,-1.1595803423522915,42.28045770745147,-7064094200,-40781300,12179152400,-5074276900,179000
2024-07-24,177500,184100,175600,360681,-0.22346368715083798,42.04416064591685,1295442600,92712000,-5384097500,3995942900,178600
2024-07-25,174600,184500,170600,972513,1.287793952967525,43.98278076284019,43676061200,632871100,-11906284700,-32402647600,180900
2024-07-26,181300,182200,173600,403715,-3.814262023217247,39.69317578431554,994427700,-196314900,10575965800,-11374078600,174000
2024-07-29,174200,178700,171700,353401,2.413793103448276,43.31704082081567,9508994200,-179526000,-16964910400,7635442200,178200
2024-07-30,177100,190000,176100,927485,5.218855218855219,50.4213033676452,31031526700,-1048157900,-55309602700,25326233900,187500
2024-07-31,185300,187300,179200,626382,-4.053333333333333,45.41225855509422,-8579551200,236870000,28793044600,-20450363400,179900
2024-08-01,180000,186600,170800,1167499,2.8904947192884936,49.13557080463209,23852567400,743125400,-16150805500,-8444887300,185100
2024-08-02,180400,191200,179600,724626,0.4321988114532685,49.70395176807238,23300672800,72609900,-30585825700,7212543000,185900
2024-08-05,184400,188900,164000,1150660,-11.296395911780527,37.77204527294863,28679937600,-613389000,-14766662700,-13299885900,164900
2024-08-06,171000,183000,170000,897262,9.76349302607641,48.065598566888816,11077727700,2181887100,-29236221300,15976606500,181000
2024-08-07,177700,182600,174200,581172,-3.7569060773480665,44.70221388054912,-10229519600,285071600,32800945600,-22856497600,174200
2024-08-08,171200,176800,165000,842757,-4.477611940298507,41.1456057175379,-19387844700,650634900,24873873900,-6136664100,166400
2024-08-09,170500,182600,169000,1093221,7.6923076923076925,48.400814072437434,16044703200,2128569000,-64945732400,46772460200,179200
2024-08-12,179700,183600,177800,374793,0.4464285714285714,48.82542381039118,-5744855700,-1794085700,10539187700,-3000246300,180000
2024-08-13,178300,185600,175500,560693,0.2222222222222222,49.05117806005555,-1439498500,-166998100,-3531390700,5137887300,180400
2024-08-14,185100,189400,181600,562104,3.1042128603104215,52.22851409829864,13396923600,122096500,-19169582500,5650562400,186000
2024-08-16,189700,191900,182100,508852,-2.0967741935483875,49.89481077090964,-9069336800,-756639600,22616843600,-12790867200,182100
2024-08-19,181300,182700,172000,621823,-5.326743547501374,44.56158010360392,-23662794200,991962700,38704219600,-16033388100,172400
2024-08-20,174700,176300,170200,486336,-0.46403712296983757,44.142502096226785,-15538875200,676636700,24309632800,-9447394300,171600
2024-08-21,171300,181400,171300,779994,2.738927738927739,47.279446377073654,2249139400,-1745151600,-35233280900,34729293100,176300
2024-08-22,177600,181800,175900,583764,2.6091888825865004,50.225732123360046,17995441100,-823357100,-32909902800,15737818800,180900
2024-08-23,178000,178900,172600,622358,-3.814262023217247,46.067001504084885,-6629994700,451765000,38391987900,-32213758200,174000
2024-08-26,175500,179100,171700,543665,-0.11494252873563218,45.94824182910425,-3483530100,148081100,-3264181300,6599630300,173800
2024-08-27,173800,175200,170000,614348,-2.128883774453395,43.70357233274565,-24989398400,-39661000,38104592100,-13075532700,170100
2024-08-28,171000,171500,165000,644737,-2.9394473838918285,40.80272022623935,-10791216200,-45095100,20456526400,-9620215100,165100
2024-08-29,163100,170200,163100,525714,2.059357964869776,43.54676431727997,9821496300,-315814700,-21605187600,12099506000,168500
2024-08-30,168800,170600,167200,381398,-0.11869436201780414,43.419265086367155,6861804500,105644300,-4800923900,-2166524900,168300
2024-09-02,169000,183700,168900,1625882,8.02139037433155,53.34831068347364,27097348700,413784200,-92089107600,64577974700,181800
2024-09-03,182500,182700,174400,686180,-4.0154015401540155,48.40205567657175,-23968975800,-100947900,48358325200,-24288401500,174500
2024-09-04,169700,175500,168000,585304,-2.4068767908309456,45.772561795602755,2135387600,822401200,9720481800,-12678270600,170300
2024-09-05,172700,173100,166000,515241,-1.8790369935408102,43.81930555936982,-4692316600,-168778100,16853802700,-11992708000,167100
2024-09-06,168500,169700,157500,733467,-5.385996409335727,38.80389453806222,-8651291200,-527767800,27725798000,-18546739000,158100
2024-09-09,155900,157200,151100,703185,-4.111321948134092,35.631879075410126,-23405992300,-62728000,22489585200,979135100,151600
2024-09-10,152500,154500,148700,482397,-1.912928759894459,34.28528389816552,-11151256100,19632200,2450522500,8681101400,148700
2024-09-11,149500,160700,149500,864741,3.362474781439139,38.59416638678212,-460879900,-678408600,-26343643000,27482931500,153700
2024-09-12,157000,165000,155000,1238778,2.342225113858165,41.56509057214153,-37705501900,-1116587500,21180929700,17641159700,157300
2024-09-13,158500,160400,153600,521286,1.1443102352193262,43.04876886344485,4626216400,-261137000,1253574300,-5618653700,159100
2024-09-19,161100,162000,155700,366905,-0.6285355122564426,42.404610538127734,1431078900,-89978700,2981117600,-4322217800,158100
2024-09-20,161300,164000,159800,506516,1.7077798861480076,44.806050894491904,6255181100,-129684400,-13963735600,7838238900,160800
2024-09-23,159800,169400,158900,585588,5.348258706467662,51.71226851130956,20194029200,272307600,-37097099700,16630762900,169400
2024-09-24,171500,182500,170700,1112942,6.375442739079102,58.70099943285738,24746710500,-393239600,-47148870900,22795400000,180200
2024-09-25,181900,184300,177600,655475,-0.776914539400666,57.53845732064781,4181200400,134837600,-11045029400,6728991400,178800
2024-09-26,179100,189600,177000,832170,6.0402684563758395,63.53759598509382,17239533000,-433547700,-37837933400,21031948100,189600
2024-09-27,188200,192000,185600,640252,0.42194092827004215,63.9439663205017,9257031800,300732500,-5823268300,-3734496000,190400
2024-09-30,193000,193900,184500,695961,-3.0987394957983194,58.74414969297131,-12004254300,571825200,28673103100,-17240674000,184500
2024-10-02,183400,192800,182500,626291,3.035230352303523,61.91020024857471,24702063400,111531600,-30801762800,5988167800,190100
2024-10-04,190100,192900,183400,602272,-3.5244608100999475,56.3394187570906,-1781245200,61046200,28911327700,-27191128700,183400
2024-10-07,185800,194000,184500,761883,5.070883315158124,61.51583102042582,5027200500,-322557300,-32413747700,27709104500,192700
2024-10-08,190700,193700,188400,482782,0.15568240788790866,61.67368639850007,4274553400,188362200,4476241000,-8939156600,193000
2024-10-10,194400,194500,186000,867580,-3.471502590673575,56.13566797748356,-38466324300,416175000,64609794700,-26559645400,186300
2024-10-11,186500,190200,180600,503426,-2.898550724637681,52.07682173542066,-6774113800,496925500,692763600,5584424700,180900
2024-10-14,178600,180000,175100,437477,-2.7639579878385847,48.57467351303531,-9701801500,205767300,17577790400,-8081756200,175900
2024-10-15,176600,180000,170000,551830,-2.7288231949971573,45.41701911936647,-15289206600,19980700,20740230100,-5471004200,171100
2024-10-16,172300,172900,168100,366010,-1.2273524254821742,44.06732868502716,-9937018300,-226837200,13548400100,-3384544600,169000
2024-10-17,168900,170900,166400,332780,-1.5384615384615385,42.387771241950254,-5437338200,164336100,11957991300,-6684989200,166400
2024-10-18,165200,167400,162000,391228,-1.9831730769230769,40.28888610276792,-14709633900,-201895400,8788918400,6122610900,163100
2024-10-21,163100,165700,162500,298968,1.1036174126302882,41.976583710692864,-6083674500,194622900,36452400,5852599200,164900
2024-10-22,163700,164800,156600,478346,-4.972710733778047,36.86474929743183,-11872467900,-629202100,15592634200,-3090964200,156700
2024-10-23,156200,163200,155000,449063,3.509891512444161,41.969337756113475,11082981200,-3493300,-9669212200,-1410275700,162200
2024-10-24,165000,165400,156500,456927,-3.45252774352651,38.55158180638327,-12043435200,244973100,27162021100,-15363559000,156600
2024-10-25,160400,163400,155500,349054,0.6385696040868455,39.49905674978178,1304518200,-305441200,-2811094700,1812017700,157600
2024-10-28,159200,172000,159100,810783,9.137055837563452,51.174012363481594,23822463800,-2322249400,-60601601400,39101387000,172000
2024-10-29,169300,174300,167500,485945,1.0465116279069768,52.41024792169408,5106198100,415110300,-6915132500,1393824100,173800
2024-10-30,172800,176200,169400,381830,-2.0713463751438432,49.699927552226576,-8913390700,467267300,2120744400,6325379000,170200
2024-10-31,168300,174900,166000,924023,0.17626321974148063,49.93228980696492,9632662600,427350600,-24020220600,13960207400,170500
2024-11-01,166200,174000,163000,521486,-0.46920821114369504,49.27854498309395,10900290000,125921700,-1605722100,-9420489600,169700
2024-11-04,172000,189100,168500,1677902,7.248084855627577,58.31514199119655,13714472600,-2695008100,-30657034100,19637569600,182000
2024-11-05,180300,183100,178200,428026,-1.9230769230769231,55.29619112061888,3339345200,203164000,1312723700,-4855232900,178500
2024-11-06,182100,182800,162000,1401358,-8.627450980392156,44.40361917290373,-29626622600,1283782800,59475282300,-31132442500,163100
2024-11-07,162800,164500,156100,818298,-2.452483139178418,42.08471114415758,-17970329400,-2574304900,14891026900,5653607400,159100
2024-11-08,162100,167200,160400,559098,0.9428032683846637,43.280928822475616,-2339969600,102851300,-15232576200,17469694500,160600
2024-11-11,161000,164700,152100,661237,-4.919053549190536,38.742316481339415,-16204242200,-41876400,27982131600,-11736013000,152700
2024-11-12,154400,157600,151000,640626,0.13097576948264572,38.91695289283131,6417137000,-78235400,-10341877800,4002976200,152900
2024-11-13,152800,154000,143200,796596,-5.624591236102027,34.37844036859923,-6980301800,-198202600,7431488000,-252983600,144300
2024-11-14,145000,147000,133200,1117417,-6.375606375606376,30.306639323195014,345537100,-8592600,-707076400,370131900,135100
2024-11-15,129900,130800,120400,1502075,-7.846039970392302,26.423418375950007,-5328786300,-2029355900,-28106364600,35464506800,124500
2024-11-18,124700,129100,122100,813884,2.4096385542168677,29.188807817195183,-406795900,-18943700,-10091136100,10516875700,127500
2024-11-19,127000,128500,122900,510489,0.39215686274509803,29.66330331367027,2731226000,-150446500,-7775101000,5194321500,128000
2024-11-20,127700,132100,125700,448887,1.40625,31.44429132999207,5797892500,-149022300,-6754423200,1105553000,129800
2024-11-21,129400,134300,128300,484977,1.9260400616332818,33.94596450403924,9084148500,114190900,-4085336600,-5113002800,132300
2024-11-22,133200,137900,132000,440799,2.3431594860166287,37.01519230407498,10223770400,-91364700,-7258912600,-2873493100,135400
2024-11-25,136200,143700,135300,672828,4.800590841949778,42.99614466466581,12036690100,-89873800,-18662110000,6715293700,141900
2024-11-26,143500,148700,139300,837516,-1.1980267794221282,41.8761359932988,-11016340300,652119800,1397155400,8967065100,140200
2024-11-27,140800,142200,134600,462950,-3.566333808844508,38.68435559853619,-3474431700,189450200,5290831700,-2005850200,135200
2024-11-28,140400,146600,138200,1015040,6.804733727810651,46.729851454565456,13226424800,3965098900,-26177242400,8985718700,144400
2024-11-29,144400,144400,135200,603689,-6.3711911357340725,40.94412616997364,-8323442000,281177600,26150242800,-18107978400,135200
2024-12-02,137300,142100,135600,490295,1.7011834319526626,42.84919407069423,4703108900,-29551300,-14614156100,9940598500,137500
2024-12-03,137700,139800,135000,400960,0.36363636363636365,43.277573895778524,-4141027200,-807015900,-4179406900,9127450000,138000
2024-12-04,134000,137500,131200,590011,-2.8260869565217392,40.71408958366768,2271567600,861539700,-3377672400,244565100,134100
2024-12-05,135000,135900,128800,368463,-3.877703206562267,37.522663189663874,-2572988700,276768700,3906304500,-1610084500,128900
2024-12-06,128800,132000,125000,504716,0.3878975950349108,38.025703805944026,8824860500,-93067500,-15692568300,6960775300,129400
2024-12-09,127700,131700,126000,605939,-0.46367851622874806,37.63411686338052,11480015800,-385184700,-28302757800,17207926700,128800
2024-12-10,131400,133700,129300,474551,1.7080745341614907,40.071050592342395,-2586534000,14314200,8878280700,-6306060900,131000
2024-12-11,131000,137200,129800,566257,0.15267175572519084,40.299435330862885,-4190780300,63587200,5274082700,-1146889600,131200
2024-12-12,133400,136900,128800,823795,2.8201219512195124,44.512354473922805,8497618100,-112190000,-3586848000,-4798580100,134900
2024-12-13,134200,135000,131000,488351,-2.891030392883618,41.21118828321656,-18035228000,299943600,20573075900,-2837791500,131000
2024-12-16,132000,133100,128200,469683,-2.1374045801526718,38.97625269192722,-16634222400,-168391100,13890978800,2911634700,128200
2024-12-17,129000,129200,118200,1088032,-7.800312012480499,32.249576240015045,-29353818300,-4620532300,37590901700,-3616551100,118200
2024-12-18,119100,121100,118500,598089,1.5228426395939088,34.442776052316006,-580776000,-1766446600,-16592491400,18939714000,120000
2024-12-19,117300,122000,116500,586245,-1.1666666666666667,33.533521343214886,-7110101200,-151662700,-1067178400,8328942300,118600
2024-12-20,119600,120400,113200,634148,-3.794266441821248,30.725765828653806,-7378577900,-386361300,-2095938100,9860877300,114100
2024-12-23,115000,115900,108900,672328,0.6134969325153374,31.68400242256807,2899491200,-441679100,-20435788600,17977976500,114800
2024-12-24,115300,121000,114800,753672,0.4355400696864111,32.40325831559389,-7426462800,-509313300,-12401548800,20337324900,115300
2024-12-26,116100,116300,109400,647305,-4.683434518647007,28.868253835063285,-3248698000,836253600,13059247700,-10646803300,109900
2024-12-27,109900,112300,106600,652732,-1.7288444040036397,27.7222798634687,-3865998900,802917600,-14494907500,17557988800,108000
2024-12-30,107900,111500,107500,399730,1.7592592592592593,30.68549411250241,836321500,60615800,-13860638100,12963700800,109900
2025-01-02,110400,110900,105000,459369,-4.003639672429482,27.83908498162046,-5452920600,-5190900,16116815700,-10658704200,105500
2025-01-03,105600,115200,105600,910881,7.109004739336493,38.33863336717779,-138250800,-736370600,-21131110000,22005731400,113000
2025-01-06,114100,118100,113000,553990,3.5398230088495577,43.094263271763566,193383100,-27637100,-2424890600,2259144600,117000
2025-01-07,116900,119400,115300,482373,-0.8547008547008548,42.21763890860025,-6922067100,26790500,2862426000,4032850600,116000
2025-01-08,115300,121000,114700,629605,3.8793103448275863,47.40270919657581,2676987800,-248931800,-16008364500,13580308500,120500
2025-01-09,120300,131600,116600,1001082,9.211618257261412,57.52705344437419,39851590700,76073700,-16119778900,-23807885500,131600
2025-01-10,125900,125900,120200,808144,-8.662613981762918,47.42945264297614,-19528509700,654965000,32742038400,-13868493700,120200
2025-01-13,119500,121800,118100,382089,-1.747088186356073,45.83347082131313,-1907268500,215080300,-831659900,2523848100,118100
2025-01-14,119700,131000,119200,1058155,7.790008467400508,53.254628500553544,22696861300,-152889000,-41458571000,18914598700,127300
2025-01-15,127600,136000,126700,965131,1.5710919088766693,54.70739171336245,23583133200,-944753200,-16921089300,-5717290700,129300
2025-01-16,134700,136600,130900,676789,1.5467904098994587,56.17419150127996,10364768800,410627500,-4658728000,-6116668300,131300
2025-01-17,130000,134600,128100,570430,-0.913937547600914,55.022802315264116,9958236000,7727800,6109454200,-16075418000,130100
2025-01-20,132500,139600,132300,1315555,6.072252113758648,60.72947027360147,12946017700,1389944000,-5068703800,-9267257900,138000
2025-01-21,135200,138500,123300,1852672,-8.623188405797102,50.36348596826522,-13645066400,1766165300,53203239100,-41324338000,126100
2025-01-22,126800,132400,126800,860437,3.5685963521015065,53.58957837994939,11318286400,358102900,-26920287300,15243898000,130600
2025-01-23,129300,133000,125800,698157,0.45941807044410415,54.01869980427196,4206942800,-153797700,4201215300,-8254360400,131200
2025-01-24,131200,133000,128600,457720,-1.2195121951219512,52.62142852187806,-2481367200,-445298800,7119966700,-4193300700,129600
2025-01-31,128000,133700,125900,485819,1.0802469135802468,53.74876276138165,-7807399000,324256100,-5490978200,12974121100,131000
2025-02-03,128200,128500,119000,751464,-9.16030534351145,44.06941826641725,-12806761700,-1823885500,27062990900,-12432343700,119000
